expert_id,decode_r2,encode_linear_r2,encode_periodic_r2,periodic_gain,dim0_corr,dim0_linear_r2,dim0_periodic_r2,dim1_corr,dim1_linear_r2,dim1_periodic_r2,dim2_corr,dim2_linear_r2,dim2_periodic_r2
0,0.00021670618495372995,7.414956004481166e-05,0.00030591085593896966,0.000231761295894158,0.009729819634301933,9.466939011615327e-05,0.0001905966760579192,0.0093146900849319,8.676345137847985e-05,0.0003282933990257364,0.0064043609079604685,4.101583863980185e-05,0.00039884249273325345
1,0.0004087182421865787,0.0001393322714816625,0.0006630169996656443,0.0005236847281839818,-0.008326827506138515,6.933605631709305e-05,0.0004631148076233993,0.015242774273672686,0.00023234216755807502,0.0011983604532986858,-0.01078510966887983,0.00011631859056981941,0.00032757573807484786
2,0.00010476851122265263,1.537829129187133e-05,0.0003083788558165083,0.00029300056452463696,0.003659117887504516,1.3389143714737095e-05,0.0003097336575677012,0.000978370981680213,9.572097775523147e-07,0.0004353105578559502,0.005638130929964043,3.178852038332458e-05,0.00018009235202587348
3,0.0009586196615399833,0.000373031834595731,0.0009558544407699913,0.0005828226061742603,-0.02119996261135894,0.00044943841472333546,0.0007820919997617581,0.011076655867265818,0.0001226923052017881,0.0006256946698212085,-0.023387278248271897,0.0005469647838620695,0.0014597766527270073
4,0.0004915622546948217,8.514382770252737e-05,0.00035172342257683287,0.0002665795948743055,-0.008701762858050797,7.572067683814243e-05,0.0003151395795055745,0.00644058940853315,4.148119192914912e-05,0.0003294651709601082,0.011757109097910912,0.00013822961434029057,0.00041056551726481594
5,0.0031025452001223197,0.0010883302479033723,0.003350796949145307,0.0022624667012419346,-0.027597834303330356,0.0007616404582339031,0.001238410635210796,0.049937318235177316,0.002493735752521542,0.008720580744252193,0.0031007310355170847,9.614532954671517e-06,9.339946797293219e-05
6,4.765769878201098e-05,1.6831950489737402e-05,0.0002955960262099877,0.0002787640757202503,-0.006014829893820877,3.6178178651313786e-05,0.0003332949786820638,0.0025912200732637557,6.714421468156928e-06,0.00034313426667986757,0.0027573993815738947,7.603251349741491e-06,0.00021035883326803173
7,0.00037917263487530217,5.661769352749424e-05,0.0003518878413452849,0.00029527014781779065,-0.011266094097038735,0.00012692487620336035,0.0006421804810493592,-0.0017452854633221468,3.046021348485084e-06,0.00021321058730039422,-0.0063152342023752635,3.9882183030637286e-05,0.0002002724556861013
8,0.002337939561785962,0.0008314259021929837,0.0033889033705866525,0.0025574774683936687,0.04366754525697623,0.0019068545087700395,0.0038900105733449264,-0.021214336405743984,0.0004500480691362885,0.0021063861547503393,0.011720713658841999,0.00013737512867262325,0.004170313383664692
9,0.0015951514021476099,0.00033642740081126404,0.002532764428927655,0.0021963370281163908,-0.013070054713949161,0.00017082633022535987,0.004210839916713893,-0.023173214385957878,0.0005369978649776286,0.0007869985698588655,0.017362546104499145,0.00030145800723080374,0.0026004548002102057
10,0.0003118891470618168,9.595729464280851e-05,0.0013591785910878802,0.0012632212964450718,-0.016082738079099296,0.0002586544641210997,0.0007047341517012473,0.003334729980717558,1.1120424044164245e-05,0.001696537698545053,-0.00425405638925255,1.8096995763161594e-05,0.0016762639230173404
11,0.0004412300533482849,8.62983751598323e-05,0.0004452495791587389,0.0003589512039989066,-0.015347851492221913,0.00023555654542717352,0.00042302811980377,-0.002888476551156002,8.343296786339494e-06,0.0006675032582978968,0.0038723743705781394,1.4995283265983872e-05,0.0002452173593745499
12,0.0002170804268623039,5.170475525454835e-05,0.0006211948809002147,0.0005694901256456664,-0.011390373077480042,0.00012974059884418576,0.0006480563656804383,0.004799852438199183,2.3038583428447446e-05,0.0007870495450268411,-0.0015280979978992229,2.335083491011858e-06,0.0004284787319933647
13,0.000413548764996996,0.00012794754569804093,0.0011478808320147804,0.0010199332863167394,-0.01067559029791892,0.00011396822820886054,0.0009710982082286046,-0.007860219918168373,6.17830571619793e-05,0.0009260503721189028,0.014425371805375708,0.00020809135172328297,0.0015464939156968338
14,3.247865160915797e-05,7.033509114758492e-06,7.055460912937701e-05,6.352110001461853e-05,-0.0017391143268542634,3.0245186415367442e-06,7.109270183758287e-05,0.0039569350611750416,1.5657335078245183e-05,7.195272496396399e-05,0.0015552085469527166,2.4186736244935503e-06,6.86184005865842e-05
15,0.000601771776812754,0.0002758533294502004,0.0012851539299477688,0.0010093006004975684,8.607453959700016e-05,7.4088266632799105e-09,0.0014660377297380789,-0.01643493096531492,0.0002701069558348479,0.0013147307859796564,0.02361028639574881,0.0005574456236890901,0.001074693274125571
16,0.0026150058171682256,0.0011228573973419327,0.0017499473731863817,0.000627089975844449,-0.02787517658753311,0.0007770254697860857,0.000986352877730634,-0.04666080707042071,0.0021772309164628245,0.0029215055291618164,0.02035474897356737,0.0004143158057768881,0.0013419837126666945
17,0.0003028310977923887,7.378184505487291e-05,0.00016788083980967539,9.409899475480248e-05,-0.006708129831089114,4.49990058306593e-05,0.00010421460508736047,0.005491931228120437,3.0161308614329307e-05,9.105916090557109e-05,-0.012090708032186061,0.00014618522071963014,0.0003083687534360946
18,0.00027337079103639805,7.697178282291735e-05,0.0006760712563060137,0.0005990994734830963,-0.008655870312389433,7.492409086484741e-05,0.0007416591726910893,-0.008784531381565562,7.716799159374066e-05,0.0002689382632454773,-0.008878246786952527,7.882326601016398e-05,0.0010176163329814747
19,4.322365414599627e-05,1.64343784217665e-05,0.00013682258706811576,0.00012038820864634926,-0.004580229817075447,2.097850517746025e-05,0.00012063397173944779,-0.004403679472834594,1.939239289949768e-05,9.569077399984582e-05,0.002988684859252133,8.932237188341574e-06,0.00019414301546505364
20,0.00047101560231466166,0.00012704210745595468,0.000840527492410148,0.0007134853849541933,-0.014844807644935175,0.0002203683140149515,0.0005827841512558996,-0.011532299456166944,0.00013299393074661658,0.0006173238527753533,0.0052691628942727504,2.7764077606295956e-05,0.0013214744731991912
21,0.0017020476335213308,0.0007355893851959486,0.0010066185629675761,0.0002710291777716275,0.02436322930946808,0.0005935669423856593,0.0010285496336233102,0.039159429451410634,0.0015334609149602052,0.001838030469463181,0.00892974233906261,7.974029824198148e-05,0.00015327558581623713
22,0.0006224119926928617,9.15572073121318e-05,0.001005010038619673,0.0009134528313075412,0.011882619427270782,0.00014119664445311209,0.0010322916455937081,-0.00879021951176731,7.726795906504158e-05,0.0004418392712605135,-0.0074971340136148965,5.6207018418241717e-05,0.001540899199004797
23,0.00020645188880463738,6.434452643803527e-05,0.00015699857396441383,9.265404752637856e-05,0.00015463753538651965,2.391276743285431e-08,9.915191500819986e-05,-0.013061595652804864,0.00017060528099765992,0.00028371411162220195,-0.004733327111957476,2.240438554901303e-05,8.812969526283965e-05
24,0.00022756831400316813,7.751801756879691e-05,0.00013138326319125002,5.386524562245311e-05,-0.0005442705636270023,2.9623044661697406e-07,5.9235902874155144e-05,0.006707416154840154,4.498943147435153e-05,8.718994614831388e-05,0.013684604151581254,0.00018726839078542223,0.000247723940551281
25,0.0004998267313762739,0.00011354072983630707,0.0007018308399399468,0.0005882901101036397,0.0019758437732337736,3.903958616491288e-06,0.0002054288345626487,0.0028491620158646357,8.117724192624465e-06,0.0009418331103846489,0.01812734141289863,0.00032860050669980545,0.0009582305748725428
26,6.176719592976276e-05,1.9302793947832225e-05,0.0003359715070705427,0.00031666871312271044,-0.003154747487065725,9.952431707205278e-06,0.0003576597006960114,-0.0045082978635003915,2.0324749626210448e-05,0.0002010722989209679,-0.005256538833697683,2.7631200510080944e-05,0.0004491825215946488
27,0.0002679578460390575,0.00012508646468375093,0.00046645575224516883,0.00034136928756141793,0.01440858550645456,0.00020760733629687778,0.0007396855676429226,0.0062121716488901515,3.8591076595095863e-05,0.0002954298812261058,-0.011360500920270845,0.0001290609811592791,0.00036425180786647804
28,6.168617380031272e-05,2.5551529385844003e-05,0.0002202972658927512,0.00019474573650690719,-0.007218725014423197,5.210999083382628e-05,0.00020933904608400056,0.0030150344806850553,9.090432919967029e-06,0.000317944679570914,0.003931178500568403,1.54541644037387e-05,0.00013360807202333902
29,0.001558909993255031,0.000688632219594032,0.0019637011787576966,0.0012750689591636646,-0.014339650227044946,0.00020562556863401582,0.0005097634980683052,0.03785768559330007,0.0014332043584810439,0.004187714058084935,-0.020665592942541167,0.00042706673166703624,0.00119362598011985
30,0.0011661001533437299,0.0003279775572682479,0.0013924426057163226,0.0010644650484480747,-0.01753495223331071,0.0003074745498244935,0.0010873670404646374,0.025920573536128682,0.0006718761324417954,0.0014222384111686193,-0.0021405582305665085,4.581989538454678e-06,0.0016677223655157114
31,7.385159113459938e-05,3.422554489925419e-05,0.00037475963622172576,0.0003405340913224716,0.007869173915148842,6.192389810710797e-05,0.000337491433322068,0.005850758776206178,3.4231378257421063e-05,0.00024240479294279638,-0.002553695035274585,6.521358333233529e-06,0.0005443826824003128
32,0.0037903513109802667,0.001181897537025837,0.0018602850070843502,0.0006783874700585131,-0.01769486623192629,0.0003131082909659799,0.0005820983337242458,0.04868014764521831,0.0023697567747601456,0.003294086631162596,-0.029373926284224642,0.0008628275453513856,0.0017046700563662087
33,0.0007466075654386506,0.0002455591494574157,0.0005654391150286356,0.00031987996557121995,0.022850030913337885,0.0005221239127406463,0.001147128291534405,-0.012734792109310191,0.00016217493006731587,0.00022607371611316207,0.007237306513081508,5.2378605564284975e-05,0.00032311533743834
34,0.0010722351172639533,0.0004917513080408368,0.0013263429298886094,0.0008345916218477726,-0.024959882471923964,0.000622995733012166,0.0017113108743898042,0.023449473462256516,0.000549877805657184,0.0010862006278808956,-0.017389088114489037,0.00030238038545316037,0.0011815172873951285
35,0.0003064057616659621,8.984651216773869e-05,0.0006618093460602307,0.000571962833892492,-0.014022008088932345,0.00019661671084614252,0.0010615874599414488,-0.00852107572513683,7.260873151349045e-05,0.0006719925127508519,-0.0005604410261188167,3.1409414358307686e-07,0.00025184806548839145
36,0.0009746637476060194,0.000635805149491464,0.0019541530270188088,0.0013183478775273447,-0.02205703749421526,0.0004865129030213744,0.0026090319186082844,-0.023969358525746342,0.000574530148136021,0.0017794034831252192,-0.02909248008192466,0.0008463723973169968,0.0014740236793229222
37,0.00017941382986130794,8.33067687499393e-05,0.0005982802410264462,0.0005149734722765069,0.00916371337331603,8.397364278878161e-05,0.0004946776606611358,-0.01196260555508431,0.00014310393166649948,0.0004544005254973893,-0.004779407054706778,2.2842731794536775e-05,0.0008457625369208133
38,0.00023475329196698258,7.971686351448959e-05,0.0002583318241468439,0.00017861496063235432,-0.0012665919118301208,1.604255071119276e-06,0.0003597731088692546,-0.013853470715444155,0.00019191865086376492,0.00025410909474921084,-0.006754826763767643,4.562768460858457e-05,0.00016111326882206622
39,0.0005460366476346401,0.0004287143164791359,0.000500451401884372,7.17370854052361e-05,-0.022885811554177307,0.0005237603704931759,0.0005921641513215725,0.017475916706838814,0.00030540766474440595,0.00034598600030077975,0.021376971586261846,0.00045697491419982583,0.0005632040540307637
40,0.0028119738036807007,0.0006965656405713746,0.002229842239860632,0.0015332765992892572,-0.014104870916275918,0.0001989473835647404,0.0004913809866623486,0.0039175365037980164,1.534709225825548e-05,0.0003189563043738408,-0.04330591698476109,0.0018754024458911278,0.005879189428545706
41,0.005804310212941588,0.0024102198548044593,0.004970856941520292,0.002560637086715833,-0.025533729136998765,0.0006519713236412539,0.0011935992797628137,0.056699221191468654,0.003214801683719015,0.008329855767067462,0.05799902203531738,0.0033638865570531085,0.005389115777730602
42,3.911531571543225e-05,1.0279490843127329e-05,0.00021501504911225489,0.00020473555826912757,3.215759167666526e-05,1.0341104639266518e-09,6.683910681382077e-05,-0.005549480056006995,3.079672889205742e-05,0.0002956670223270841,-0.00020176601978017279,4.0709526860638334e-08,0.0002825390181958598
43,0.0008385585641133009,0.00019543640020950695,0.0007224733585681949,0.000527036958358688,-0.0008378720891335055,7.020296377557855e-07,0.000669917434022449,-0.02309154327564774,0.0005332193708508237,0.0013203536000985228,0.007237941706019819,5.2387800139941376e-05,0.000177149041583613
44,0.0012038483596096272,0.0004187916240767642,0.0007506541462348748,0.00033186252215811063,-0.0014913354462921823,2.224081413260137e-06,0.0003850150839654898,0.03429080491922346,0.0011758593020085861,0.0015995022468475728,0.008848247781824501,7.829148880844627e-05,0.00026744510789156184
